sample_name	altitude	anonymized_name	bile_sample	biomass_even	biomass_quartile	climate	collection_substrate	collection_timestamp	scientific_name	taxon_id	host_body_habitat	host_body_product	host_body_site	collection_year	common_name	condition_factor	conservation_status	control	control_2	control_rct	control_cell_into_extraction	control_org	control_type	depth_high_range_m	depth_low_range_m	depth_m	description	diet	diet_reference	dist_to_dorsal_cm	distance_from_shore_m	distance_from_shore_m_log	dna_extracted	dnaplate_column	dnaplate_row	dnaplate_well_id	elevation	empo_1	empo_2	empo_3	env	env0	env_biome	env_feature	env_material	env_package	estimated_biomass_per_dnarxn	estimated_biomass_per_pcrrxn	estimated_cells_per_g	evo_distanceto_mackerel_median_mya	evo_timetree_species_name	extraction_cleanup	extraction_date	extraction_lot	extraction_mass_g	extraction_notes	extraction_notes_gill	extraction_plate_name	fish_collection_method	fl_cm	fmp_number	gamma_include	gape_cm	general_location	geo_loc_name	gi_cm	hab_notes	hab_sum	habitat_act_collection	habitat_be	habitat_cp	habitat_depth_level1	habitat_depth_level2	habitat_drf	habitat_dslp	habitat_is	habitat_kbrf	habitat_mdrf	habitat_ms	habitat_os	habitat_p	habitat_ref	habitat_rit	habitat_rst	habitat_sslp	habitat_sz	host_age	host_age_units	host_body_mass_index	host_common_name	host_common_name_	host_height	host_height_units	host_life_stage	host_scientific_name	host_subject_id	host_taxid	host_weight	host_weight_units	include_st	latitude	log_estimated_cells_per_g	log_total_reads	longitude	mass_g	mass_g_log	max_age	max_kg_grams	max_tl_cm	max_length_cm_LOVE2021	method_gear	month	name	notes	notes_on_dissection	num_order	number_db	ocean_basin	p_class	p_fam_common	p_family	p_genus	p_order	p_genus_species_alternative	pcr_order	ph_cells_per_g	ph_cells_per_g_log	ph_cells_per_mg	ph_extrapolated_cells_per_60ul_total	ph_extrapolated_cells_per_extra_ln	ph_extrapolated_cells_per_pcr_total	ph_log_reads	ph_r1150	ph_reads_per_mg	ph_total_reads	physical_specimen_location	physical_specimen_remaining	prey_1_phytoplankton_algae	prey_2_zooplankton	prey_3_annelids	prey_3_arthropods	prey_3_echinoderms	prey_3_mollusks	prey_3_invertebrate	prey_4_small_fish	prey_5_large_fish	prey_6_shark_marine_mammal	prey_sum	primer_plate	radii	ratio_dorsal_to_tl	ratio_gape_to_tl	ratio_gi_to_tl	reproductive_process	salinity_tolerance	salinity_tolerance_migration	sample_type	sample_type_2	sample_type_descriptive	sample_types	sd_or_la	season	sex	sjbg_gill	sjbg_gill_direction	sjbg_gill_number	sjbg_gill_orientation	sjbg_gill_sample	sjbg_gill_tissue	sjbg_gill_type	sourcesink	substrata_collection	substrata_group	swim_acceleration	swim_endurance	swim_mode	swim_performance	title	title_fmp_core	tl_cm	host_height_vs_max_height_tl	total_reads_AID_49571	trophic	trophic_likely	type_habitat_nonbay_bol	x	y	z
13414.101.g	not applicable	101.g	FALSE	3	4	subtropical	soft bottom	2020-08-20	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2020	diamond turbot	1.3893	LC	0	0	0	0.0	0	not applicable	50	1	1	101.g	polychaetes,  bivalves	fishbase.org	1	5	0.698970004	TRUE	2	e	e2	0	Host-associated	Animal	Animal corpus	101g	gill	marine biome	animal-associated habitat	organic material	host-associated	163488.5124	13624.0427	4046745.355	116	not applicable	clearmag beads KF	2020-09-14	PS16L1	0.0404	not applicable	not applicable	plate5_89-103_gill.skin.mg.hg	hook and line	14.7	101	1	0.7	not applicable	USA:CA:San Diego	23	not applicable	1	BE	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.389254855	diamond turbot	diamond turbot	14.7	cm	not collected	Pleuronichthys guttulatus	FMP_101	320378	44.13	grams	1.0	32.769594	6.607105877	4.328522306	-117.248478	44.13	1.644733927	9	not applicable	46	45.7	rod and reel	8	101.g	not applicable	not applicable	13	284	Eastern Pacific	Actinopterygii	righteye flounders	Pleuronectidae	Hypsopsetta	Pleuronectiformes	Hypsopsetta guttulata	101	4463159	6.649642359	4463	180312	4.176842504	15026	4.328522306	1	527401	21307	SIO	not collected	not applicable	not applicable	1	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	2.0	1	not applicable	0.068027211	0.047619048	1.56462585	oviparous	marine	oceanodromous	fish gill	g	gill tissue	gill, fin, skin, MG, HG	243	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy mud bottom	soft bottom	1	3	Plueronectiform	flow refuging	FMP101	1.0	14.7	32	21307	2	2	FALSE	not applicable	not applicable	not applicable
13414.101.s	not applicable	101.s	FALSE	2	2	subtropical	soft bottom	2020-08-20	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2020	diamond turbot	1.3893	LC	0	0	0	0.0	3	not applicable	50	1	1	101.s	polychaetes,  bivalves	fishbase.org	1	5	0.698970004	TRUE	5	e	e5	0	Host-associated	Animal	Animal surface	101s	skin	marine biome	animal-associated habitat	mucus	host-associated	1753.877194	146.1564328	19509.20127	116	not applicable	clearmag beads KF	2020-09-14	PS16L1	0.0899	not applicable	not applicable	plate5_89-103_gill.skin.mg.hg	hook and line	14.7	101	1	0.7	not applicable	USA:CA:San Diego	23	not applicable	1	BE	1	0	shallow	neritic	0	0	0	0	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.389254855	diamond turbot	diamond turbot	14.7	cm	not collected	Pleuronichthys guttulatus	FMP_101	320378	44.13	grams	1.0	32.769594	4.290239489	3.765891976	-117.248478	44.13	1.644733927	9	not applicable	46	45.7	rod and reel	8	101.s	not applicable	not applicable	37	284	Eastern Pacific	Actinopterygii	righteye flounders	Pleuronectidae	Hypsopsetta	Pleuronectiformes	Hypsopsetta guttulata	21	21537	4.333185208	22	1936	2.207761228	161	3.765445018	1	64816	5827	SIO	not collected	not applicable	not applicable	1	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	2.0	1	not applicable	0.068027211	0.047619048	1.56462585	oviparous	marine	oceanodromous	fish skin	s	skin swab	gill, fin, skin, MG, HG	243	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy mud bottom	soft bottom	1	3	Plueronectiform	flow refuging	FMP101	1.0	14.7	32	5833	2	2	FALSE	not applicable	not applicable	not applicable
13414.102.g	not applicable	102.g	FALSE	1	1	subtropical	rock associated	2020-08-19	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2020	black croaker	1.2763	DD	0	0	0	0.0	0	not applicable	45	0	2	102.g	crabs	fishbase.org	5	155	2.190331698	TRUE	2	f	f2	0	Host-associated	Animal	Animal corpus	102g	gill	marine biome	animal-associated habitat	organic material	host-associated	0	0	0	116	Cheilotrema saturnum	clearmag beads KF	2020-09-14	PS16L1	0.1657	not applicable	not applicable	plate5_89-103_gill.skin.mg.hg	hook and line	18.8	102	0	1.6	not applicable	USA:CA:San Diego	21	not applicable	2	BE	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.27625	black croaker	Black croaker	20	cm	not collected	Cheilotrema saturnum	FMP_102	320392	102.1	grams	1.0	32.748242	not applicable	2.136720567	-117.255313	102.1	2.009025742	20	0.7	45	45	rod and reel	8	102.g	not applicable	not applicable	14	309	Eastern Pacific	Actinopterygii	drums or croakers	Sciaenidae	Cheilotrema	Perciformes	Cheilotrema saturnum	102	0	not applicable	0	0	-3.487888177	0	2.136720567	0	827	137	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1.0	1	not applicable	0.25	0.08	1.05	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	268	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	20	44	137	2	2	TRUE	not applicable	not applicable	not applicable
13414.102.s	not applicable	102.s	FALSE	1	1	subtropical	rock associated	2020-08-19	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2020	black croaker	1.2763	DD	0	0	0	0.0	3	not applicable	45	0	2	102.s	crabs	fishbase.org	5	155	2.190331698	TRUE	5	f	f5	0	Host-associated	Animal	Animal surface	102s	skin	marine biome	animal-associated habitat	mucus	host-associated	1	0	26	116	Cheilotrema saturnum	clearmag beads KF	2020-09-14	PS16L1	0.0527	low	not applicable	plate5_89-103_gill.skin.mg.hg	hook and line	18.8	102	0	1.6	not applicable	USA:CA:San Diego	21	not applicable	2	BE	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.27625	black croaker	Black croaker	20	cm	not collected	Cheilotrema saturnum	FMP_102	320392	102.1	grams	1.0	32.748242	1.414973348	2.86332286	-117.255313	102.1	2.009025742	20	0.7	45	45	rod and reel	8	102.s	not applicable	not applicable	38	309	Eastern Pacific	Actinopterygii	drums or croakers	Sciaenidae	Cheilotrema	Perciformes	Cheilotrema saturnum	22	26	1.414973348	0	1	-0.946959958	0	2.86332286	0	13852	730	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1.0	1	not applicable	0.25	0.08	1.05	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	268	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	rocky reef	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	20	44	730	2	2	TRUE	not applicable	not applicable	not applicable
13414.103.g	not applicable	103.g	FALSE	2	2	subtropical	soft bottom	2020-08-28	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2020	chub mackerel	0.7549	LC	0	0	0	0.0	0	not applicable	300	0	1	103.g	copepods, crustaceans, squid	fishbase.org	6.1	245	2.389166084	TRUE	2	g	g2	0	Host-associated	Animal	Animal corpus	103g	gill	marine biome	animal-associated habitat	organic material	host-associated	2775.118591	231.2598826	9872.353578	0	Scomber japonicus	clearmag beads KF	2020-09-14	PS16L1	0.2811	not applicable	not applicable	plate5_89-103_gill.skin.mg.hg	hook and line	17.5	103	1	2.7	SIO pier	USA:CA:San Diego	15.2	not applicable	3	CP	0	1	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.754893424	chub mackerel	Pacific chub mackerel	19.1	cm	not collected	Scomber japonicus	FMP_103	13676	52.6	grams	1.0	32.867124	3.994420701	3.822821645	-117.257229	52.6	1.720985744	18	2.9	64	63.5	rod and reel	8	103.g	not applicable	not applicable	15	493	Eastern Pacific	Actinopterygii	mackerals, tunas, bonitos	Scombridae	Scomber	Scombriformes	Scomber japonicus	103	10921	4.038262407	11	3070	2.407950465	256	3.822691011	1	23650	6648	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	not applicable	not applicable	not applicable	not applicable	2.0	1	not applicable	0.319371728	0.141361257	0.795811518	oviparous	marine	oceanodromous	fish gill	g	gill tissue	gill, fin, skin, MG, HG	441	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	pelagic	2	2	Carangiform	crusier sprinter	FMP101	1.0	19.1	30	6650	2	2	TRUE	not applicable	not applicable	not applicable
13414.103.s	not applicable	103.s	FALSE	1	1	subtropical	soft bottom	2020-08-28	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2020	chub mackerel	0.7549	LC	0	0	0	0.0	3	not applicable	300	0	1	103.s	copepods, crustaceans, squid	fishbase.org	6.1	245	2.389166084	TRUE	5	g	g5	0	Host-associated	Animal	Animal surface	103s	skin	marine biome	animal-associated habitat	mucus	host-associated	8.84246459	0.736872049	76.22814302	0	Scomber japonicus	clearmag beads KF	2020-09-14	PS16L1	0.116	not applicable	not applicable	plate5_89-103_gill.skin.mg.hg	hook and line	17.5	103	1	2.7	SIO pier	USA:CA:San Diego	15.2	not applicable	3	CP	0	1	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.754893424	chub mackerel	Pacific chub mackerel	19.1	cm	not collected	Scomber japonicus	FMP_103	13676	52.6	grams	1.0	32.867124	1.88211534	3.109578547	-117.257229	52.6	1.720985744	18	2.9	64	63.5	rod and reel	8	103.s	not applicable	not applicable	39	493	Eastern Pacific	Actinopterygii	mackerals, tunas, bonitos	Scombridae	Scomber	Scombriformes	Scomber japonicus	23	81	1.908485019	0	9	-0.107194708	1	3.103461622	1	10940	1269	SIO	not collected	not applicable	not applicable	not applicable	1	not applicable	1	not applicable	not applicable	not applicable	not applicable	2.0	1	not applicable	0.319371728	0.141361257	0.795811518	oviparous	marine	oceanodromous	fish skin	s	skin swab	gill, fin, skin, MG, HG	441	summer	Unknown	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	pelagic	2	2	Carangiform	crusier sprinter	FMP101	1.0	19.1	30	1287	2	2	TRUE	not applicable	not applicable	not applicable
13414.11.gill	not applicable	11.gill	FALSE	1	1	temperate	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2019	pacific california barracuda	0.3219	LC	0	0	0	0.0	0	not applicable	18	0	2	11.gill	fish	fishbase.org	18.9	787	2.895974732	TRUE	2	c	c2	0	Host-associated	Animal	Animal corpus	11gill	gill	marine biome	animal-associated habitat	organic material	host-associated	22.94622037	1.912185031	102.8978492	116	Sphyraena argentea	clearmag beads KF	2020-09-14	PS16L1	0.223	not applicable	PG	FMP101_P4_gill_1.88	HSW gillnet survey	42.2	11	1	4.3	PB coastal	USA:CA:San Diego	28	not applicable	3	P	0	1	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.321941068	Pacific 'california' barracuda	CA barracuda	46.8	cm	not collected	Sphyraena argentea	FMP_11	55125	330	grams	1.0	32.80081	2.012406297	3.227886705	-117.269514	330	2.51851394	12	12	145	122	gillnet	6	11.gill	not applicable	not applicable	587	356	Eastern Pacific	Actinopterygii	barracudas	Sphyraenidae	Sphyraena	Carangiformes	Sphyraena argentea	683	107	2.029383778	0	24	0.299802812	2	3.219846386	1	7439	1659	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	1.0	8	not applicable	0.403846154	0.091880342	0.598290598	oviparous	marine	oceanodromous	fish gill	g	gill tissue	gill, fin, skin, MG, HG	315	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	pelagic	3	1	Esociform	accelerator	FMP101	1.0	46.8	32	1690	3	3	TRUE	not applicable	not applicable	not applicable
13414.11.hg	not applicable	11.hg	FALSE	2	3	temperate	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	pacific california barracuda	0.3219	LC	0	0	0	0.0	0	not applicable	18	0	2	11.hg	fish	fishbase.org	18.9	787	2.895974732	TRUE	2	c	c2	0	Host-associated	Animal	Animal distal gut	11hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	32074.08845	2672.840704	517324.0072	116	Sphyraena argentea	clearmag beads KF	2020-09-10	PS16L1	0.062	low	not applicable	FMP101_P1_hg_1.88	HSW gillnet survey	42.2	11	1	4.3	PB coastal	USA:CA:San Diego	28	not applicable	3	P	0	1	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.321941068	Pacific 'california' barracuda	CA barracuda	46.8	cm	not collected	Sphyraena argentea	FMP_11	55125	330	grams	1.0	32.80081	5.713762633	4.126456113	-117.269514	330	2.51851394	12	12	145	122	gillnet	6	11.hg	not applicable	not applicable	299	356	Eastern Pacific	Actinopterygii	barracudas	Sphyraenidae	Sphyraena	Carangiformes	Sphyraena argentea	395	491587	5.691600389	492	30478	3.404810488	2540	4.107752499	1	206710	12816	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	1.0	5	not applicable	0.403846154	0.091880342	0.598290598	oviparous	marine	oceanodromous	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	315	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	pelagic	3	1	Esociform	accelerator	FMP101	1.0	46.8	32	13380	3	3	TRUE	not applicable	not applicable	not applicable
13414.11.midgut	not applicable	11.midgut	FALSE	3	4	temperate	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	pacific california barracuda	0.3219	LC	0	0	0	0.0	0	not applicable	18	0	2	11.midgut	fish	fishbase.org	18.9	787	2.895974732	TRUE	2	c	c2	0	Host-associated	Animal	Animal proximal gut	11midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	523900.6532	43658.38777	6207353.711	116	Sphyraena argentea	clearmag beads KF	2020-09-10	PS16L1	0.0844	not applicable	not applicable	FMP101_P2_mg_1.88	HSW gillnet survey	42.2	11	1	4.3	PB coastal	USA:CA:San Diego	28	not applicable	3	P	0	1	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.321941068	Pacific 'california' barracuda	CA barracuda	46.8	cm	not collected	Sphyraena argentea	FMP_11	55125	330	grams	1.0	32.80081	6.792906493	4.473004964	-117.269514	330	2.51851394	12	12	145	122	gillnet	6	11.midgut	not applicable	not applicable	395	356	Eastern Pacific	Actinopterygii	barracudas	Sphyraenidae	Sphyraena	Carangiformes	Sphyraena argentea	491	6199952	6.792388327	6200	523276	4.639549537	43606	4.460837729	1	342370	28896	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	1.0	6	not applicable	0.403846154	0.091880342	0.598290598	oviparous	marine	oceanodromous	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	315	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	pelagic	3	1	Esociform	accelerator	FMP101	1.0	46.8	32	29717	3	3	TRUE	not applicable	not applicable	not applicable
13414.11.skin	not applicable	11.skin	FALSE	3	4	temperate	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2019	pacific california barracuda	0.3219	LC	0	0	0	0.0	0	not applicable	18	0	2	11.skin	fish	fishbase.org	18.9	787	2.895974732	TRUE	2	c	c2	0	Host-associated	Animal	Animal surface	11skin	skin	marine biome	animal-associated habitat	mucus	host-associated	1667320.657	138943.3881	29251239.59	116	Sphyraena argentea	clearmag beads KF	2020-09-14	PS16L1	0.057	not applicable	not applicable	FMP101_P3_skin_1.88	HSW gillnet survey	42.2	11	1	4.3	PB coastal	USA:CA:San Diego	28	not applicable	3	P	0	1	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	0.321941068	Pacific 'california' barracuda	CA barracuda	46.8	cm	not collected	Sphyraena argentea	FMP_11	55125	330	grams	1.0	32.80081	7.466144275	4.616633029	-117.269514	330	2.51851394	12	12	145	122	gillnet	6	11.skin	not applicable	not applicable	491	356	Eastern Pacific	Actinopterygii	barracudas	Sphyraenidae	Sphyraena	Carangiformes	Sphyraena argentea	587	32118402	7.50675393	32118	1830749	5.183447542	152562	4.616370472	1	725263	41340	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	not applicable	not applicable	1.0	7	not applicable	0.403846154	0.091880342	0.598290598	oviparous	marine	oceanodromous	fish skin	s	skin swab	gill, fin, skin, MG, HG	315	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	pelagic	3	1	Esociform	accelerator	FMP101	1.0	46.8	32	41365	3	3	TRUE	not applicable	not applicable	not applicable
13414.12.gill	not applicable	12.gill	TRUE	2	3	subtropical	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:respiratory system	UBERON:mucus	UBERON:gill	2019	barred sand bass	1.214	LC	0	0	0	0.0	0	not applicable	183	1	2	12.gill	benthic invertebrates, fish	fishbase.org	7.9	787	2.895974732	TRUE	2	d	d2	0	Host-associated	Animal	Animal corpus	12gill	gill	marine biome	animal-associated habitat	organic material	host-associated	23672.66924	1972.722437	67061.38596	116	Paralabrax nebulifer	clearmag beads KF	2020-09-14	PS16L1	0.353	not applicable	PG	FMP101_P4_gill_1.88	HSW gillnet survey	28.8	12	0	4.1	PB coastal	USA:CA:San Diego	39	not applicable	2	IS	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.214005165	barred sand bass	barred sand bass	28.8	cm	not collected	Paralabrax nebulifer	FMP_12	30873	290	grams	1.0	32.80081	4.826472525	4.088773767	-117.269514	290	2.462397998	31	not applicable	67	65	gillnet	6	12.gill	not applicable	not applicable	588	300	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax nebulifer	684	67385	4.828563233	67	23787	3.297156929	1982	4.076967952	1	33822	11939	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	1	not applicable	not applicable	2.0	8	not applicable	0.274305556	0.142361111	1.354166667	oviparous	marine	marine	fish gill	g	gill tissue	gill, fin, skin, MG, HG	259	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	28.8	43	12268	3	3	TRUE	not applicable	not applicable	not applicable
13414.12.hg	not applicable	12.hg	TRUE	3	4	subtropical	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	barred sand bass	1.214	LC	0	0	0	0.0	0	not applicable	183	1	2	12.hg	benthic invertebrates, fish	fishbase.org	7.9	787	2.895974732	TRUE	2	d	d2	0	Host-associated	Animal	Animal distal gut	12hg	hindgut	marine biome	animal-associated habitat	intestine environment	host-associated	206147.0595	17178.92162	3616615.078	116	Paralabrax nebulifer	clearmag beads KF	2020-09-10	PS16L1	0.057	not applicable	not applicable	FMP101_P1_hg_1.88	HSW gillnet survey	28.8	12	0	4.1	PB coastal	USA:CA:San Diego	39	not applicable	2	IS	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.214005165	barred sand bass	barred sand bass	28.8	cm	not collected	Paralabrax nebulifer	FMP_12	30873	290	grams	1.0	32.80081	6.558302289	4.357286732	-117.269514	290	2.462397998	31	not applicable	67	65	gillnet	6	12.hg	not applicable	not applicable	300	300	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax nebulifer	396	3593995	6.555577469	3594	204858	4.232271059	17071	4.344372622	1	387702	22099	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	1	not applicable	not applicable	2.0	5	not applicable	0.274305556	0.142361111	1.354166667	oviparous	marine	marine	fish hindgut digesta	hg	hindgut digesta	gill, fin, skin, MG, HG	259	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	28.8	43	22766	3	3	TRUE	not applicable	not applicable	not applicable
13414.12.midgut	not applicable	12.midgut	TRUE	1	1	subtropical	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:gastrointestinal system	UBERON:feces	UBERON:digestive tract	2019	barred sand bass	1.214	LC	0	0	0	0.0	0	not applicable	183	1	2	12.midgut	benthic invertebrates, fish	fishbase.org	7.9	787	2.895974732	TRUE	2	d	d2	0	Host-associated	Animal	Animal proximal gut	12midgut	midgut	marine biome	animal-associated habitat	intestine environment	host-associated	0	0	2	116	Paralabrax nebulifer	clearmag beads KF	2020-09-10	PS16L1	0.0536	not applicable	not applicable	FMP101_P2_mg_1.88	HSW gillnet survey	28.8	12	0	4.1	PB coastal	USA:CA:San Diego	39	not applicable	2	IS	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.214005165	barred sand bass	barred sand bass	28.8	cm	not collected	Paralabrax nebulifer	FMP_12	30873	290	grams	1.0	32.80081	0.301029996	2.553883027	-117.269514	290	2.462397998	31	not applicable	67	65	gillnet	6	12.midgut	not applicable	not applicable	396	300	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax nebulifer	492	2	0.301029996	0	0	-2.029071056	0	2.553883027	0	6679	358	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	1	not applicable	not applicable	2.0	6	not applicable	0.274305556	0.142361111	1.354166667	oviparous	marine	marine	fish midgut digesta	mg	midgut digesta	gill, fin, skin, MG, HG	259	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	28.8	43	358	3	3	TRUE	not applicable	not applicable	not applicable
13414.12.skin	not applicable	12.skin	TRUE	2	2	subtropical	soft bottom	2019-06-05	fish metagenome	496924.0	UBERON:skin	UBERON:mucus	UBERON:skin of body	2019	barred sand bass	1.214	LC	0	0	0	0.0	0	not applicable	183	1	2	12.skin	benthic invertebrates, fish	fishbase.org	7.9	787	2.895974732	TRUE	2	d	d2	0	Host-associated	Animal	Animal surface	12skin	skin	marine biome	animal-associated habitat	mucus	host-associated	2872.73353	239.3944608	32277.90483	116	Paralabrax nebulifer	clearmag beads KF	2020-09-14	PS16L1	0.089	high	not applicable	FMP101_P3_skin_1.88	HSW gillnet survey	28.8	12	0	4.1	PB coastal	USA:CA:San Diego	39	not applicable	2	IS	0	0	shallow	neritic	0	0	1	1	0	0	0	0	The ecology of marine fishes of california and adjacent waters 2006	0	0	0	0	not collected	not collected	1.214005165	barred sand bass	barred sand bass	28.8	cm	not collected	Paralabrax nebulifer	FMP_12	30873	290	grams	1.0	32.80081	4.508905337	3.827110687	-117.269514	290	2.462397998	31	not applicable	67	65	gillnet	6	12.skin	not applicable	not applicable	492	300	Eastern Pacific	Actinopterygii	Sea basses, groupers, and fairy basslets	Serranidae	Paralabrax	Perciformes	Paralabrax nebulifer	588	32713	4.514720374	33	2911	2.384932022	243	3.816108671	1	73573	6548	SIO	not collected	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	1	1	not applicable	not applicable	2.0	7	not applicable	0.274305556	0.142361111	1.354166667	oviparous	marine	marine	fish skin	s	skin swab	gill, fin, skin, MG, HG	259	spring	F	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	not applicable	sink	sandy bottom	soft bottom	2	2	Subcarangiform	generalist	FMP101	1.0	28.8	43	6716	3	3	TRUE	not applicable	not applicable	not applicable
